1659
LU8110,LU8112Y,2
GP7110,FS9111Y,2
MV7110,MF2111Y,2
MA5110,FS9111Y,2
KF1110,KF1111Y,2
X26112Y,NONE,0
GA1110,VGY111Y,2
2DY110,PG4111Y,2
2BA110,X2A111Y,2
PK2110,PK2111Y,2
HF3112Y,NONE,0
2FX110,2FW111Y,2
GU8110,GU8112Y,2
NT6110,FS9111Y,2
GZ5110,GZ5111Y,2
HA6110,HA6112Y,2
HT4110,KN2111Y,2
GE7110,GE7111Y,2
HR7112Y,NONE,0
FZ7111Y,FZ7112Y,1
TB7110,PG4111Y,2
MP5112Y,NONE,0
EU9110,EU9111Y,2
PH4110,VGY111Y,2
GA9111Y,GA9112Y,1
KV8112Y,NONE,0
GF2110,GF2111Y,2
H9F110,VEP111Y,2
EG4110,VQB111Y,2
HY3110,HY3111Y,2
HF4112Y,NONE,0
NP8110,MF2111Y,2
HD6112Y,NONE,0
FF8110,FE1111Y,2
FS8110,NONE,2
PB4110,PB4111Y,2
VGV110,VEP111Y,2
PG8112Y,NONE,0
FU5110,FU5111Y,2
Z49110,W48111Y,2
VGR110,VEP111Y,2
VA3112Y,NONE,0
NT9110,MF2111Y,2
2AS112Y,NONE,0
PG2112Y,NONE,0
PR5112Y,NONE,0
VT7110,RX2111Y,2
RZ9112Y,NONE,0
V5R110,PG4111Y,2
HY3112Y,NONE,0
NT5110,MF2111Y,2
FR7111Y,FR7112Y,1
GR3110,VGY111Y,2
GB3112Y,NONE,0
X9U112Y,NONE,0
Z7P110,PG4111Y,2
MU4110,MU4111Y,2
FY1112Y,NONE,0
HF2111Y,HF2112Y,1
V15110,PL5111Y,2
V83110,V83111Y,2
MF8110,MF7111Y,2
KD5110,KD5111Y,2
EN4110,VEP111Y,2
X2A112Y,NONE,0
VHN112Y,NONE,0
PL2111Y,PL2112Y,1
VAT110,NONE,2
EJ5111Y,EJ5112Y,1
VHM112Y,NONE,0
EH8110,VEP111Y,2
GG8110,FE4112Y,2
PR9112Y,NONE,0
GE8112Y,NONE,0
HR8110,HR8111Y,2
KS9111Y,KS9112Y,1
GF1110,GF1111Y,2
2GV112Y,NONE,0
HH3111Y,HH3112Y,1
KN7110,KN7111Y,2
MU5111Y,MU5112Y,1
PE3110,GZ5111Y,2
KV2112Y,NONE,0
X1S111Y,X1S112Y,1
GH1112Y,NONE,0
ZD3110,V5E111Y,2
GU2111Y,GU2112Y,1
VY8111Y,VY8112Y,1
V7X112Y,NONE,0
EV1110,EU7111Y,2
YXW110,W48111Y,2
NY6110,FS9111Y,2
2852940100,UH3112Y,2
PG8110,PG8112Y,2
CR6110,CR6111Y,2
VJC110,VJC111Y,2
LG3110,LG3111Y,2
FD6110,FZ2111Y,2
CR2120,NONE,2
MT9110,MF2111Y,2
PU1110,GZ6111Y,2
2843550101,FV4112Y,2
MD2110,MD2112Y,2
PD9110,GZ6111Y,2
HE8110,VGY111Y,2
MP8110,NONE,2
GP3110,FS9111Y,2
NU6112Y,NONE,0
GA9110,GA9111Y,2
V5A112Y,NONE,0
PK6110,PK6111Y,2
XQZ111Y,NONE,1
GR4110,VGY111Y,2
FL1111Y,FL1112Y,1
FR6110,FR6111Y,2
ED6110,ED6111Y,2
VGD110,NONE,2
2CS112Y,NONE,0
ER8110,ED5111Y,2
UD7110,PG4111Y,2
GM8110,GM8111Y,2
VKY110,NONE,2
MA9112Y,NONE,0
PD1110,PD1111Y,2
PL5110,PL5111Y,2
GF1112Y,NONE,0
CXK120,NONE,2
TM2110,TF6111Y,2
2BH112Y,NONE,0
GM7112Y,NONE,0
HE7111Y,HE7112Y,1
NY5110,FS9111Y,2
NP3110,MF2111Y,2
MG8110,MF2111Y,2
Z6P110,V5E111Y,2
YQQ112Y,NONE,0
KV5110,KV5112Y,2
TE5110,TC6111Y,2
V8T110,V8T111Y,2
FL6112Y,NONE,0
TF6110,TF6111Y,2
VJ7110,VC1111Y,2
PC9111Y,PC9112Y-YP PC9112Y-KL,1
LS2111Y,LS2112Y,1
167100063,GM5111Y,2
GK7110,FS9111Y,2
GD3110,GB3111Y,2
ZD9112Y,NONE,0
ER3112Y,NONE,0
VKQ110,VGL111Y,2
YTY110,PG4111Y,2
X20110,TF7111Y,2
EG3112Y,NONE,0
PL2112Y,NONE,0
XAC110,XAC112Y,2
UC7110,UC5111Y,2
2856350100,RV6112Y,2
GS6110,FS9111Y,2
EL5110,EL5111Y,2
KB8110,FS9111Y,2
HR8111Y,HR8112Y,1
X9C110,PG4111Y,2
FD9110,FH2111Y,2
KB7110,FS9111Y,2
W32111Y,W32112Y,1
GE8110,GE8111Y,2
KS3110,FS9111Y,2
YVJ110,X2A111Y,2
GC7110,VGY111Y,2
NS8110,MF2111Y,2
NP4110,MF2111Y,2
VFU112Y,NONE,0
VGL111Y,VGL112Y,1
GU2112Y,NONE,0
RU5110,RU5111Y,2
VB9112Y,NONE,0
ES1110,ES1111Y,2
KN4111Y,KN4112Y,1
KV2111Y,KV2112Y,1
2969831900,GV3111Y,2
KV7111Y,KV7112Y,1
TB3111Y,TB3112Y,1
HD9110,HD9111Y,2
GU7110,GU7112Y,2
UC5111Y,UC5112Y,1
MB6112Y,NONE,0
MZ9110,MF2111Y,2
VT4112Y,NONE,0
TD6110,TD6111Y,2
ML2110,FS9111Y,2
NU6111Y,NU6112Y,1
FR8112Y,NONE,0
MB9110,MB9111Y,2
KT9110,KT9111Y,2
2EW110,PG4111Y,2
Z52110,Z52111Y,2
CY5110,CY5112Y,2
UD9112Y,NONE,0
GH4110,FS9111Y,2
2AU110,PG4111Y,2
VQN112Y,NONE,0
HR4110,HR4111Y,2
UF4110,PH9111Y,2
UE7110,TF6111Y,2
EM7110,VQB111Y,2
W73110,W73112Y,2
EJ5112Y,NONE,0
EN8112Y,NONE,0
LS6110,LS6111Y,2
W48112Y,NONE,0
VQM110,VQM111Y,2
VHL110,VHL111Y,2
PG4112Y,NONE,0
KF9110,FS9111Y,2
MU7110,MU7111Y,2
Z64110,X2S111Y,2
FH8110,NONE,2
MU7111Y,MU7112Y,1
RZ5110,RZ5111Y,2
MU8110,MF2111Y,2
TA4110,TA4111Y,2
VX7110,TF7111Y,2
FU1110,FU1111Y,2
FH2112Y,NONE,0
VA5110,V8T111Y,2
FA2112Y,NONE,0
2969830400,KN5111Y,2
ED5112Y,NONE,0
TB3110,TB3111Y,2
RZ9110,RZ9111Y,2
Z5X112Y,NONE,0
HS9112Y,NONE,0
BD5110,NONE,2
PA9111Y,PA9112Y,1
2DW111Y,2DW112Y,1
KN7112Y,NONE,0
EN3110,EN3111Y,2
VGY111Y,VGY112Y,1
EBC111Y,EBC112Y,1
HR8112Y,NONE,0
XQZ110,XQZ111Y,2
ER5111Y,NONE,1
HC2110,FL1111Y,2
2CB110,V5E111Y,2
PP5110,PG4111Y,2
FE4112Y,NONE,0
V97110,PG4111Y,2
2FW110,2FW111Y,2
VL1110,VGL111Y,2
MA9111Y,MA9112Y,1
FS4110,NONE,2
2FD110,2FD112Y,2
VPY110,VPY111Y,2
FZ2110,FZ2111Y,2
GZ8110,FS9111Y,2
Z67110,Z67111Y,2
VMW110,NONE,2
GM7111Y,GM7112Y,1
VJG110,NONE,2
EJ3111Y,EJ3112Y,1
GV3111Y,GV3112Y,1
HD4112Y,NONE,0
KV7112Y,NONE,0
VY9110,VY8111Y,2
NR9110,MF2111Y,2
R9K111Y,R9K112Y,1
GZ6112Y,NONE,0
PR6110,PR6111Y,2
VZ3110,PA9111Y,2
TF6112Y,NONE,0
LU9112Y,NONE,0
FD1110,NONE,2
EP3110,EL5111Y,2
NS3110,MF2111Y,2
NN9111Y,NN9112Y,1
MG3112Y,NONE,0
ZD9111Y,ZD9112Y,1
KY9110,HH3111Y,2
KP8110,KP8111Y,2
NC7112Y,NONE,0
2GW111Y,2GW112Y,1
FL9110,FE4112Y,2
VT4111Y,VT4112Y,1
ME6110,GB3111Y,2
GZ5111Y,GZ5112Y,1
VQB110,VQB111Y,2
EG3111Y,EG3112Y,1
ZD9110,ZD9111Y,2
MB9111Y,MB9112Y,1
MG4111Y,MG4112Y,1
FY7110,FY1111Y,2
ML6110,FS9111Y,2
YY3110,W48111Y,2
W40110,RV6112Y,2
GC8110,VGY111Y,2
FE1112Y,NONE,0
Z10110,PG4111Y,2
2DG110,PG4111Y,2
YQJ111Y,YQJ112Y,1
EN8111Y,EN8112Y,1
VGL110,VGL111Y,2
PD1112Y,NONE,0
2AR112Y,NONE,0
FX2112Y,NONE,0
RV4111Y,RV4112Y,1
EF3110,NONE,2
2969831800,KV8111Y,2
KN4110,KN4111Y,2
LH8110,FS9111Y,2
FT8110,NONE,2
VP3110,VP3111Y,2
W32112Y,NONE,0
KP7112Y,NONE,0
ZE9111Y,ZE9112Y,1
HL8110,FS9111Y,2
HV5110,FR6111Y,2
KD6110,KD5111Y,2
2CE110,PG4111Y,2
YW1110,X2A111Y,2
TE6110,MC9112Y,2
KZ8112Y,NONE,0
FA2111Y,FA2112Y,1
FL1110,FL1111Y,2
2FK110,PG4111Y,2
UR5111Y,UR5112Y,1
MP5111Y,MP5112Y,1
PA9112Y,NONE,0
US7110,US7111Y,2
EH5110,VQB111Y,2
W21110,V5A111Y,2
PK2112Y,NONE,0
VL2110,RV6112Y,2
GM9111Y,GM9112Y,1
KG3110,FS9111Y,2
V64110,PG4111Y,2
W48110,W48111Y,2
VQN111Y,VQN112Y,1
EN8110,EN8111Y,2
X1A110,PG4111Y,2
YQH110,YQH111Y,2
VFU110,VFU111Y,2
KH5111Y,KH5112Y,1
X2S110,X2S111Y,2
EP7110,VGY111Y,2
FY4110,FY1111Y,2
2FB111Y,2FB112Y,1
K1F110,NONE,2
HM2110,FS9111Y,2
GD8110,GD8111Y,2
2842110101,HS9111Y,2
HC6110,HC6111Y,2
NV5112Y,NONE,0
VJT112Y,NONE,0
X26111Y,X26112Y,1
GF7111Y,GF7112Y,1
PH7110,GZ6111Y,2
PC6110,PC4111Y,2
ET1111Y,ET1112Y,1
MG3111Y,MG3112Y,1
VKZ110,NONE,2
LS6112Y,NONE,0
US8110,US8111Y,2
NH5110,MF2111Y,2
PK8112Y,NONE,0
HN6110,FR6111Y,2
VNB110,NONE,2
FH3110,FE4112Y,2
VDU110,VDU112Y,2
VAM110,NONE,2
HC8111Y,HC8112Y,1
VHN111Y,VHN112Y,1
PR6112Y,NONE,0
HL7110,FS9111Y,2
VGY112Y,NONE,0
FS9111Y,FS9112Y,1
NC9110,MZ7111Y,2
KC5110,FS9111Y,2
FD5110,FY1111Y,2
KE7110,FS9111Y,2
2969831100,KV7111Y,2
R9K110,R9K111Y,2
X31110,X31111Y,2
GA9112Y,NONE,0
GM8112Y,NONE,0
V83111Y,V83112Y,1
GH8110,FS9111Y,2
VD5110,PG4111Y,2
HM5110,HE7111Y,2
GZ4110,GZ4111Y,2
GV6110,GV6111Y,2
2BQ110,TF7111Y,2
UB7110,MG4111Y,2
TC3110,PG4111Y,2
FV4110,FV4112Y,2
VY8112Y,NONE,0
GM3110,GM3111Y,2
NV8110,EE1111Y,2
VQJ110,NONE,2
KN2110,KN2111Y,2
KJ3110,VGY111Y,2
NT7112Y,NONE,0
2AR111Y,2AR112Y,1
VLR112Y,NONE,0
KG8110,FS9111Y,2
MZ6110,MF2111Y,2
EM3110,VQB111Y,2
VQF110,VQF112Y,2
HY3111Y,HY3112Y,1
R9K112Y,NONE,0
TA6111Y,TA6112Y,1
NC5110,MF2111Y,2
Z18110,Z18111Y,2
GZ6111Y,GZ6112Y,1
W30110,PG4111Y,2
GS1110,VGY111Y,2
MP5110,MP5111Y,2
KH5112Y,NONE,0
HE5110,FS9111Y,2
FY1111Y,FY1112Y,1
PR2110,MG3111Y,2
YT3110,YT3111Y,2
RY2112Y,NONE,0
2846480101,GA3111Y,2
YXP110,W48111Y,2
GV3112Y,NONE,0
KU4110,FS9111Y,2
FZ5110,FZ5111Y,2
KH5110,KH5111Y,2
V5A111Y,V5A112Y,1
LS7110,GU7112Y,2
2DP110,PG4111Y,2
FE4110,FE4112Y,2
NU9110,FS9111Y,2
NS4110,MF2111Y,2
ER5110,ER5111Y,2
NP7110,MF2111Y,2
2CS111Y,2CS112Y,1
DS5111Y,DS5112Y,1
ME2110,GB3111Y,2
PB3110,VGY111Y,2
MB9112Y,NONE,0
VZ4110,PA9111Y,2
HR9112Y,NONE,0
2969830500,GE8111Y,2
GG3110,FR6111Y,2
MD2112Y,NONE,0
GF9112Y,NONE,0
2FC110,2FC111Y,2
HD4110,HD4111Y,2
MC4110,MC4111Y,2
EV4112Y,NONE,0
VB2110,VQN111Y,2
VLC110,NONE,2
GM3112Y,NONE,0
EU4111Y,EU4112Y,1
FA3110,FA3111Y,2
PC4111Y,PC4112Y-YP PC4112Y-KL,1
ZG6110,ZG6111Y,2
GS9110,GB3111Y,2
GN3111Y,GN3112Y,1
EF8110,EF8111Y,2
MV3110,MF2111Y,2
GF7112Y,NONE,0
FL6111Y,FL6112Y,1
2849190101,MA8111Y,2
Z63110,PG4111Y,2
NR5110,MF2111Y,2
RZ5111Y,RZ5112Y,1
PE9110,PE9112Y,2
KD5111Y,KD5112Y,1
MZ7112Y,NONE,0
UR5112Y,NONE,0
PK2111Y,PK2112Y,1
HP6110,FR6111Y,2
TD7110,TA5111Y,2
FL5110,NONE,2
HR7110,HR7112Y,2
2AF110,2AF111Y,2
EF5112Y,NONE,0
GD8112Y,NONE,0
RV6110,RV6112Y,2
NU7111Y,NU7112Y,1
HH5110,HH1111Y,2
NV3110,NV3112Y,2
VV8110,VV8111Y,2
FZ5111Y,NONE,1
X06110,PG4111Y,2
VL5110,PG4111Y,2
2FD112Y,NONE,0
VE5110,PG4111Y,2
KA4110,KA4111Y,2
EG6110,VQB111Y,2
NZ5110,MF2111Y,2
VQD110,VQB111Y,2
FS9112Y,NONE,0
2FL110,PG4111Y,2
HM3111Y,FS9112Y,1
NB8110,MF2111Y,2
HV3111Y,HV3112Y,1
2DW110,2DW111Y,2
2FB112Y,NONE,0
2969820100,KV5112Y,2
NU6110,NU6111Y,2
2DX110,PG4111Y,2
MA4110,MA4111Y,2
VHM111Y,VHM112Y,1
TB3112Y,NONE,0
VMT110,NONE,2
ZH5112Y,NONE,0
NR2110,MF2111Y,2
NA7110,MF2111Y,2
GE7112Y,NONE,0
PC8111Y,PC8112Y-YP PC8112Y-KL,1
RY2111Y,RY2112Y,1
YUQ110,YT3111Y,2
V76110,PL5111Y,2
FL6110,FL6111Y,2
LS6111Y,LS6112Y,1
PC7112Y,NONE,0
NT8110,MF2111Y,2
CR4120,NONE,2
VQN110,VQN111Y,2
KY2110,HH1111Y,2
VKJ110,NONE,2
UE8110,UE8111Y,2
ER3111Y,ER3112Y,1
KN3111Y,KN3112Y,1
2969831000,KP8111Y,2
FT3110,NONE,2
2831570101,HR8111Y,2
GF4111Y,GF4112Y,1
HV3112Y,NONE,0
FZ1110,FY1111Y,2
FE5110,FE5112Y,2
GS5110,GS5111Y,2
KL2110,KF1111Y,2
GM7110,GM7111Y,2
UD9111Y,UD9112Y,1
ER4112Y,NONE,0
Z05110,PG4111Y,2
HE1110,FY1111Y,2
RU5112Y,NONE,0
RV5110,NONE,2
YXC110,TF7111Y,2
2BT111Y,2BT112Y,1
EV4111Y,EV4112Y,1
VGW110,VEP111Y,2
2BT112Y,NONE,0
VV8112Y,NONE,0
MA8111Y,MA8112Y,1
KT9111Y,KT9112Y,1
NT4110,MF2111Y,2
GN2110,GN2111Y,2
ER1110,ES1111Y,2
EJ2110,EJ2111Y,2
VMZ110,NONE,2
NU5110,NU5112Y,2
HF3111Y,HF3112Y,1
KN4112Y,NONE,0
VV7110,PG4111Y,2
Z5X110,Z5X111Y,2
KN7111Y,KN7112Y,1
GA3112Y,NONE,0
2FG110,PG4111Y,2
PH9110,PH9111Y,2
UP8112Y,NONE,0
TC5112Y,NONE,0
2845190101,KA3111Y,2
UG8110,FE1111Y,2
EG2110,VQB111Y,2
HS9111Y,HS9112Y,1
PH6110,VGY111Y,2
FY6110,FY6111Y,2
YT2112Y,NONE,0
2DW112Y,NONE,0
HN1110,GE7111Y,2
LG7112Y,NONE,0
FH2111Y,FH2112Y,1
FR8111Y,FR8112Y,1
FR9110,FR7111Y,2
W26110,EE1111Y,2
KG9112Y,NONE,0
167100064,GM3111Y,2
FU1111Y,FU1112Y,1
2969830600,KB1111Y,2
DS5110,DS5111Y,2
PP6112Y,NONE,0
YQH111Y,YQH112Y,1
ZE9110,ZE9111Y,2
GU2110,GU2111Y,2
2849070101,MA9111Y,2
HM6110,FS9111Y,2
ES5112Y,NONE,0
LS2110,LS2111Y,2
NY7110,FS9111Y,2
Z53111Y,Z53112Y,1
V5E112Y,NONE,0
MH4110,MF2111Y,2
2AV110,PG4111Y,2
ED7110,ED7111Y,2
GN3112Y,NONE,0
Z67112Y,NONE,0
VHW110,NONE,2
KD5112Y,NONE,0
CR7110,EE1111Y,2
LG8111Y,LG8112Y,1
HE6110,FS9111Y,2
EE1112Y,NONE,0
MB6110,MB6111Y,2
HE9110,VGY111Y,2
PR9110,PR9112Y,2
NZ9110,GP6111Y,2
EU4112Y,NONE,0
FU2110,FU1111Y,2
Z36110,PG4111Y,2
FK4110,FL6111Y,2
KM8110,VGY111Y,2
NC7111Y,NC7112Y,1
FA3111Y,FA3112Y,1
HF1110,HF1111Y,2
667440004,FE3111Y,2
667440005,FE4112Y,2
KN3112Y,NONE,0
VAE110,V8T111Y,2
ER6110,VJT112Y,2
MG9110,MF2111Y,2
LU8112Y,NONE,0
VEP111Y,VEP112Y,1
EJ5110,EJ5111Y,2
ER9110,ED6111Y,2
2DD110,Z67111Y,2
PK7110,PK7112Y,2
Z43110,W48111Y,2
CN2110,NONE,2
EL7110,EL5111Y,2
GD8111Y,GD8112Y,1
NU7112Y,NONE,0
PC7111Y,PC7112Y,1
2841740101,EJ5111Y,2
PL8110,PL5111Y,2
Z7A110,VEP111Y,2
VHK110,NONE,2
HF5112Y,NONE,0
RY7110,PL5111Y,2
GB4110,GB3111Y,2
VQF112Y,NONE,0
VGS110,VEP111Y,2
UC6110,UC5111Y,2
MA8112Y,NONE,0
KT9112Y,NONE,0
KP7111Y,KP7112Y,1
GB8110,GB3111Y,2
2FC112Y,NONE,0
LA3110,VGY111Y,2
VP3111Y,VP3112Y,1
EF4110,EF4111Y,2
UE5110,PL5111Y,2
FC9112Y,NONE,0
ZH5111Y,ZH5112Y,1
PE9112Y,NONE,0
EJ2111Y,EJ2112Y,1
2DR112Y,NONE,0
TF6111Y,TF6112Y,1
EK7110,VQN111Y,2
GE7111Y,GE7112Y,1
TC5111Y,TC5112Y,1
NN9112Y,NONE,0
HD4111Y,HD4112Y,1
